family,genus,species,taxonomic.rank,taxon,LME,FAO,habitat,feeding.mode,tl,level.tl,body.shape,fin.shape,AR,offspring.size,spawning.type,age.maturity,fecundity,length.infinity,growth.coefficient,length.max,age.max
Pleuronectidae,Limanda,ferruginea,S,Limanda ferruginea,9,21,demersal,benthivorous,3.28,spe,flat,rounded,1.02,0.9,non-guarder,4.1,696195,50,0.34,63,12
Zoarcidae,Lycodapus,fierasfer,S,Lycodapus fierasfer,1,67,bathypelagic,generalist,3.57,family,eel-like,pointed,NA,5.6,guarder,3.5,1000,25,0.31,15,11
Zoarcidae,Lycodapus,fierasfer,S,Lycodapus fierasfer,2,67,bathypelagic,generalist,3.57,family,eel-like,pointed,NA,5.6,guarder,3.5,1000,25,0.31,15,11
Zoarcidae,Lycodapus,fierasfer,S,Lycodapus fierasfer,3,67,bathypelagic,generalist,3.57,family,eel-like,pointed,NA,5.6,guarder,3.5,1000,25,0.31,15,11
Zoarcidae,Lycodapus,fierasfer,S,Lycodapus fierasfer,3,77,bathypelagic,generalist,3.57,family,eel-like,pointed,NA,5.6,guarder,3.5,1000,44,0.13,15,11
Zoarcidae,Lycodapus,fierasfer,S,Lycodapus fierasfer,65,67,bathypelagic,generalist,3.57,family,eel-like,pointed,NA,5.6,guarder,3.5,1000,25,0.31,15,11
Ophidiidae,Dicrolene,filamentosa,S,Dicrolene filamentosa,2,67,bathydemersal,benthivorous,3.03,genus,elongated,pointed,1.2,0.45,non-guarder,0.6,29100,36,0.38,44,25.5
Ophidiidae,Dicrolene,filamentosa,S,Dicrolene filamentosa,3,67,bathydemersal,benthivorous,3.03,genus,elongated,pointed,1.2,0.45,non-guarder,0.6,29100,36,0.38,44,25.5
Ophidiidae,Dicrolene,filamentosa,S,Dicrolene filamentosa,3,77,bathydemersal,benthivorous,3.03,genus,elongated,pointed,1.2,0.45,non-guarder,0.6,29100,36,0.38,44,25.5
Cottidae,Icelinus,filamentosus,S,Icelinus filamentosus,2,67,demersal,benthivorous,3.45,spe,elongated,truncate,2.88,1.96,NA,3.9,31696,10,0.21,27,9.6
Cottidae,Icelinus,filamentosus,S,Icelinus filamentosus,3,67,demersal,benthivorous,3.45,spe,elongated,truncate,2.88,1.96,NA,3.9,31696,27,0.18,27,9.6
Cottidae,Icelinus,filamentosus,S,Icelinus filamentosus,3,77,demersal,benthivorous,3.45,spe,elongated,truncate,2.88,1.96,NA,3.9,27117,27,0.18,27,9.6
Macrouridae,Coryphaenoides,filifer,S,Coryphaenoides filifer,2,67,bathydemersal,piscivorous,4.5,spe,elongated,pointed,0.21,1.5,non-guarder,10,29976,121,0.03,55,50
Macrouridae,Coryphaenoides,filifer,S,Coryphaenoides filifer,3,67,bathydemersal,piscivorous,4.5,spe,elongated,pointed,0.21,1.5,non-guarder,10,29976,121,0.03,55,50
Macrouridae,Coryphaenoides,filifer,S,Coryphaenoides filifer,3,77,bathydemersal,piscivorous,4.5,spe,elongated,pointed,0.21,1.5,non-guarder,10,29976,121,0.03,55,50
Macrouridae,Coryphaenoides,filifer,S,Coryphaenoides filifer,65,61,bathydemersal,piscivorous,4.5,spe,elongated,pointed,0.21,1.5,non-guarder,10,29976,72,0.11,55,50
Anoplopomatidae,Anoplopoma,fimbria,S,Anoplopoma fimbria,1,61,bathydemersal,generalist,3.84,spe,fusiform,truncate,2.19,2.9,non-guarder,5.3,550000,78,0.2,120,94
Anoplopomatidae,Anoplopoma,fimbria,S,Anoplopoma fimbria,1,67,bathydemersal,generalist,3.84,spe,fusiform,truncate,2.19,2.9,non-guarder,5.3,550000,79,0.2,120,94
Anoplopomatidae,Anoplopoma,fimbria,S,Anoplopoma fimbria,2,21,bathydemersal,generalist,3.84,spe,fusiform,truncate,2.19,2.9,non-guarder,5.3,550000,78,0.2,120,94
Anoplopomatidae,Anoplopoma,fimbria,S,Anoplopoma fimbria,2,67,bathydemersal,generalist,3.84,spe,fusiform,truncate,2.19,2.9,non-guarder,5.3,550000,76,0.2,120,94
Anoplopomatidae,Anoplopoma,fimbria,S,Anoplopoma fimbria,3,67,bathydemersal,generalist,3.84,spe,fusiform,truncate,2.19,2.9,non-guarder,5.3,550000,87,0.21,120,94
Anoplopomatidae,Anoplopoma,fimbria,S,Anoplopoma fimbria,3,77,bathydemersal,generalist,3.84,spe,fusiform,truncate,2.19,2.9,non-guarder,5.3,550000,87,0.21,120,94
Anoplopomatidae,Anoplopoma,fimbria,S,Anoplopoma fimbria,53,61,bathydemersal,generalist,3.84,spe,fusiform,truncate,2.19,2.9,non-guarder,5.3,550000,78,0.2,120,94
Anoplopomatidae,Anoplopoma,fimbria,S,Anoplopoma fimbria,65,61,bathydemersal,generalist,3.84,spe,fusiform,truncate,2.19,2.9,non-guarder,5.3,550000,78,0.2,120,94
Anoplopomatidae,Anoplopoma,fimbria,S,Anoplopoma fimbria,65,67,bathydemersal,generalist,3.84,spe,fusiform,truncate,2.19,2.9,non-guarder,5.3,550000,79,0.2,120,94
Paralichthyidae,Cyclopsetta,fimbriata,S,Cyclopsetta fimbriata,5,31,reef-associated,benthivorous,3.97,genus,flat,rounded,1.2,1.09,non-guarder,2.8,23150000,33,0.78,33,5
Paralichthyidae,Cyclopsetta,fimbriata,S,Cyclopsetta fimbriata,6,31,reef-associated,benthivorous,3.97,genus,flat,rounded,1.2,1.09,non-guarder,2.8,23150000,33,0.78,33,5
Paralichthyidae,Cyclopsetta,fimbriata,S,Cyclopsetta fimbriata,7,21,reef-associated,benthivorous,3.97,genus,flat,rounded,1.2,1.09,non-guarder,2.8,23150000,33,0.78,33,5
Cottidae,Icelinus,fimbriatus,S,Icelinus fimbriatus,3,67,demersal,benthivorous,3.51,genus,elongated,rounded,0.95,1.96,NA,3.9,31696,27,0.18,19,9.6
Cottidae,Icelinus,fimbriatus,S,Icelinus fimbriatus,3,77,demersal,benthivorous,3.51,genus,elongated,rounded,0.95,1.96,NA,3.9,31696,27,0.18,19,9.6
Lophotidae,Eumecichthys,fiski,S,Eumecichthys fiski,6,31,bathypelagic,piscivorous,4.5,family,eel-like,rounded,0.72,2.55,non-guarder,NA,1232946,NA,NA,150,NA
Trichiuridae,Lepidopus,fitchi,S,Lepidopus fitchi,3,67,benthopelagic,generalist,4.11,spe,elongated,forked,2.58,1.74,non-guarder,4.5,213500,95,0.06,210,6
Trichiuridae,Lepidopus,fitchi,S,Lepidopus fitchi,3,77,benthopelagic,generalist,4.11,spe,elongated,forked,2.58,1.74,non-guarder,4.5,213500,95,0.06,210,6
Zoarcidae,Lycodonus,flagellicauda,S,Lycodonus flagellicauda,20,27,bathydemersal,benthivorous,3.5,spe,eel-like,pointed,NA,5.6,guarder,2,50,30,0.22,23,5
Zoarcidae,Lycodonus,flagellicauda,S,Lycodonus flagellicauda,21,27,bathydemersal,benthivorous,3.5,spe,eel-like,pointed,NA,5.6,guarder,2,50,30,0.22,20,5
Zoarcidae,Lycodonus,flagellicauda,S,Lycodonus flagellicauda,22,27,bathydemersal,benthivorous,3.5,spe,eel-like,pointed,NA,5.6,guarder,2,50,21,0.21,20,5
Zoarcidae,Lycodonus,flagellicauda,S,Lycodonus flagellicauda,59,27,bathydemersal,benthivorous,3.5,spe,eel-like,pointed,NA,5.6,guarder,2,50,30,0.22,20,5
Gobiidae,Gobiusculus,flavescens,S,Gobiusculus flavescens,21,27,demersal,benthivorous,3.18,spe,elongated,truncate,1.51,1,guarder,1,5016,7,0.94,6,2
Aulorhynchidae,Aulorhynchus,flavidus,S,Aulorhynchus flavidus,1,67,benthopelagic,generalist,3.39,spe,elongated,forked,1.17,NA,guarder,1,NA,20,0.52,19,9
Sebastidae,Sebastes,flavidus,S,Sebastes flavidus,1,67,reef-associated,generalist,4.15,spe,fusiform,truncate,1.65,6.3,bearer,6.5,635500,51,0.15,56,64
Sebastidae,Sebastes,flavidus,S,Sebastes flavidus,2,21,reef-associated,generalist,4.15,spe,fusiform,truncate,1.65,6.3,bearer,6.5,635500,51,0.15,56,64
Sebastidae,Sebastes,flavidus,S,Sebastes flavidus,2,67,reef-associated,generalist,4.15,spe,fusiform,truncate,1.65,6.3,bearer,6.5,635500,51,0.15,56,64
Sebastidae,Sebastes,flavidus,S,Sebastes flavidus,3,67,reef-associated,generalist,4.15,spe,fusiform,truncate,1.65,6.3,bearer,6.5,635500,51,0.15,56,64
Sebastidae,Sebastes,flavidus,S,Sebastes flavidus,3,77,reef-associated,generalist,4.15,spe,fusiform,truncate,1.65,6.3,bearer,6.5,635500,51,0.15,56,64
Gempylidae,Lepidocybium,flavobrunneum,S,Lepidocybium flavobrunneum,5,31,benthopelagic,generalist,4.34,spe,fusiform,lunate,5.26,1,non-guarder,4,1450000,105,0.2,200,12.2
Gempylidae,Lepidocybium,flavobrunneum,S,Lepidocybium flavobrunneum,7,21,benthopelagic,generalist,4.34,spe,fusiform,lunate,5.26,1,non-guarder,4,1450000,105,0.2,200,12.2
Serranidae,Hyporthodus,flavolimbatus,S,Hyporthodus flavolimbatus,5,31,demersal,generalist,3.82,spe,fusiform,truncate,1.24,0.84,non-guarder,4.9,2371213,96,0.1,99,23
Congridae,Rhynchoconger,flavus,S,Rhynchoconger flavus,5,31,demersal,generalist,3.87,family,eel-like,pointed,1.25,2.06,non-guarder,10,5500000,247,0.07,150,16.7
Stomiidae,Bathophilus,flemingi,S,Bathophilus flemingi,3,67,bathypelagic,benthivorous,3.5,spe,elongated,forked,1.91,1.77,non-guarder,NA,45000,28,0.41,16,7
Stomiidae,Bathophilus,flemingi,S,Bathophilus flemingi,3,77,bathypelagic,benthivorous,3.5,spe,elongated,forked,1.91,1.77,non-guarder,NA,45000,28,0.41,16,7
Pleuronectidae,Platichthys,flesus,S,Platichthys flesus,20,27,demersal,benthivorous,3.32,spe,flat,rounded,0.61,0.95,non-guarder,3.8,1177674,41,0.36,58,15
Pleuronectidae,Platichthys,flesus,S,Platichthys flesus,21,27,demersal,benthivorous,3.32,spe,flat,rounded,0.61,0.95,non-guarder,3.8,1177674,41,0.36,58,15
Pleuronectidae,Platichthys,flesus,S,Platichthys flesus,22,27,demersal,benthivorous,3.32,spe,flat,rounded,0.61,0.95,non-guarder,3.8,1177674,41,0.36,58,15
Pleuronectidae,Platichthys,flesus,S,Platichthys flesus,23,27,demersal,benthivorous,3.32,spe,flat,rounded,0.61,0.95,non-guarder,3.8,1177674,41,0.24,58,15
Pleuronectidae,Platichthys,flesus,S,Platichthys flesus,24,27,demersal,benthivorous,3.32,spe,flat,rounded,0.61,0.95,non-guarder,3.8,1177674,41,0.26,58,15
Pleuronectidae,Platichthys,flesus,S,Platichthys flesus,25,27,demersal,benthivorous,3.32,spe,flat,rounded,0.61,0.95,non-guarder,3.8,1177674,41,0.26,58,15
Pleuronectidae,Platichthys,flesus,S,Platichthys flesus,59,27,demersal,benthivorous,3.32,spe,flat,rounded,0.61,0.95,non-guarder,3.8,1177674,41,0.26,58,15
Syngnathidae,Syngnathus,floridae,S,Syngnathus floridae,5,31,demersal,benthivorous,3.32,spe,eel-like,rounded,0.87,1.41,bearer,1.5,201,23,0.63,25,3
Syngnathidae,Syngnathus,floridae,S,Syngnathus floridae,6,21,demersal,benthivorous,3.32,spe,eel-like,rounded,0.87,1.41,bearer,1.5,201,23,0.63,25,3
Syngnathidae,Syngnathus,floridae,S,Syngnathus floridae,6,31,demersal,benthivorous,3.32,spe,eel-like,rounded,0.87,1.41,bearer,1.5,201,23,0.63,25,3
Phycidae,Urophycis,floridana,S,Urophycis floridana,5,31,demersal,generalist,3.69,spe,fusiform,truncate,0.59,0.19,non-guarder,1.6,8000000,74,0.13,35,18.5
Phycidae,Urophycis,floridana,S,Urophycis floridana,6,21,demersal,generalist,3.69,spe,fusiform,truncate,0.59,0.19,non-guarder,1.6,8000000,93,0.15,35,18.5
Phycidae,Urophycis,floridana,S,Urophycis floridana,6,31,demersal,generalist,3.69,spe,fusiform,truncate,0.59,0.19,non-guarder,1.6,8000000,74,0.13,35,18.5
Phycidae,Urophycis,floridana,S,Urophycis floridana,7,21,demersal,generalist,3.69,spe,fusiform,truncate,0.59,0.19,non-guarder,1.6,8000000,93,0.15,35,18.5
Petromyzontidae,Lampetra,fluviatilis,S,Lampetra fluviatilis,22,27,demersal,piscivorous,4.5,spe,eel-like,rounded,0.61,0.61,non-guarder,4,23250,22,0.16,45,10
Petromyzontidae,Lampetra,fluviatilis,S,Lampetra fluviatilis,23,27,demersal,piscivorous,4.5,spe,eel-like,rounded,0.61,0.61,non-guarder,4,23250,22,0.16,45,10
Petromyzontidae,Lampetra,fluviatilis,S,Lampetra fluviatilis,24,27,demersal,piscivorous,4.5,spe,eel-like,rounded,0.61,0.61,non-guarder,4,23250,22,0.16,45,10
Synodontidae,Synodus,foetens,S,Synodus foetens,5,31,reef-associated,piscivorous,4.5,spe,elongated,forked,1.88,1.35,non-guarder,2,484000,27,0.5,48,7.7
Synodontidae,Synodus,foetens,S,Synodus foetens,6,21,reef-associated,piscivorous,4.5,spe,elongated,forked,1.88,1.35,non-guarder,2,484000,27,0.5,48,7.7
Synodontidae,Synodus,foetens,S,Synodus foetens,6,31,reef-associated,piscivorous,4.5,spe,elongated,forked,1.88,1.35,non-guarder,2,484000,27,0.5,48,7.7
Synodontidae,Synodus,foetens,S,Synodus foetens,7,21,reef-associated,piscivorous,4.5,spe,elongated,forked,1.88,1.35,non-guarder,2,484000,27,0.5,48,7.7
Anacanthobatidae,Anacanthobatis,folirostris,S,Anacanthobatis folirostris,5,31,bathydemersal,generalist,3.82,family,flat,pointed,NA,NA,non-guarder,NA,NA,NA,NA,40,NA
Oreosomatidae,Allocyttus,folletti,S,Allocyttus folletti,2,67,bathydemersal,generalist,3.79,genus,short and/or deep,rounded,0.67,NA,non-guarder,27,33500,45,0.08,42,123.3
Cottidae,Triglops,forficatus,S,Triglops forficatus,1,61,demersal,planktivorous,3.32,genus,fusiform,forked,1.46,1.96,non-guarder,3.7,329,33,0.14,30,6
Cottidae,Triglops,forficatus,S,Triglops forficatus,1,67,demersal,planktivorous,3.32,genus,fusiform,forked,1.46,1.96,non-guarder,3.7,329,33,0.14,30,6
Cottidae,Triglops,forficatus,S,Triglops forficatus,2,67,demersal,planktivorous,3.32,genus,fusiform,forked,1.46,1.96,non-guarder,3.7,329,33,0.14,30,6
Cottidae,Triglops,forficatus,S,Triglops forficatus,65,61,demersal,planktivorous,3.32,genus,fusiform,forked,1.46,1.96,non-guarder,3.7,329,33,0.14,30,6
Cottidae,Triglops,forficatus,S,Triglops forficatus,65,67,demersal,planktivorous,3.32,genus,fusiform,forked,1.46,1.96,non-guarder,3.7,329,33,0.14,30,6
Serranidae,Diplectrum,formosum,S,Diplectrum formosum,5,31,reef-associated,generalist,4.49,spe,fusiform,truncate,1.88,0.84,non-guarder,1.1,2371213,29,0.65,30,20
Serranidae,Diplectrum,formosum,S,Diplectrum formosum,6,21,reef-associated,generalist,4.49,spe,fusiform,truncate,1.88,0.84,non-guarder,1.1,2371213,29,0.65,30,20
Serranidae,Diplectrum,formosum,S,Diplectrum formosum,6,31,reef-associated,generalist,4.49,spe,fusiform,truncate,1.88,0.84,non-guarder,1.1,2371213,29,0.65,30,20
Heterodontidae,Heterodontus,francisci,S,Heterodontus francisci,3,77,demersal,generalist,3.2,spe,fusiform,heterocercal,1.18,110,non-guarder,11.8,16,116,0.08,122,12
Lutjanidae,Pristipomoides,freemani,S,Pristipomoides freemani,5,31,demersal,generalist,3.93,genus,fusiform,forked,2.78,0.76,non-guarder,3,1323200,75,0.25,23,15.6
Myliobatidae,Myliobatis,freminvillei,S,Myliobatis freminvillei,5,31,benthopelagic,benthivorous,3.41,spe,flat,pointed,NA,250,bearer,3,6,206,0.14,100,23
Myliobatidae,Myliobatis,freminvillei,S,Myliobatis freminvillei,6,21,benthopelagic,benthivorous,3.41,spe,flat,pointed,NA,250,bearer,3,6,206,0.14,100,23
Myliobatidae,Myliobatis,freminvillei,S,Myliobatis freminvillei,6,31,benthopelagic,benthivorous,3.41,spe,flat,pointed,NA,250,bearer,3,6,206,0.14,100,23
Myliobatidae,Myliobatis,freminvillei,S,Myliobatis freminvillei,7,21,benthopelagic,benthivorous,3.41,spe,flat,pointed,NA,250,bearer,3,6,206,0.14,100,23
Hexagrammidae,Zaniolepis,frenata,S,Zaniolepis frenata,2,67,demersal,planktivorous,3.44,spe,elongated,truncate,1.48,2.3,guarder,2,151272,25,0.27,25,17.5
Hexagrammidae,Zaniolepis,frenata,S,Zaniolepis frenata,3,21,demersal,planktivorous,3.44,spe,elongated,truncate,1.48,2.3,guarder,3.3,151272,25,0.27,25,17.5
Hexagrammidae,Zaniolepis,frenata,S,Zaniolepis frenata,3,77,demersal,planktivorous,3.44,spe,elongated,truncate,1.48,2.3,guarder,2,151272,25,0.27,25,12.6
Agonidae,Sarritor,frenatus,S,Sarritor frenatus,1,61,demersal,generalist,3.29,spe,elongated,rounded,0.48,1.87,non-guarder,4.7,1873,16,0.33,27,7
Agonidae,Sarritor,frenatus,S,Sarritor frenatus,1,67,demersal,generalist,3.29,spe,elongated,rounded,0.48,1.87,non-guarder,4.7,1873,19,0.46,27,7
Agonidae,Sarritor,frenatus,S,Sarritor frenatus,2,67,demersal,generalist,3.29,spe,elongated,rounded,0.48,1.87,non-guarder,4.7,1873,19,0.46,27,7
Agonidae,Sarritor,frenatus,S,Sarritor frenatus,3,67,demersal,generalist,3.29,spe,elongated,rounded,0.48,1.87,non-guarder,4.7,1873,19,0.46,27,7
Agonidae,Sarritor,frenatus,S,Sarritor frenatus,53,61,demersal,generalist,3.29,spe,elongated,rounded,0.48,1.87,non-guarder,4.7,1873,16,0.33,27,7
Agonidae,Sarritor,frenatus,S,Sarritor frenatus,54,61,demersal,generalist,3.29,spe,elongated,rounded,0.48,1.87,non-guarder,4.7,1873,16,0.33,27,7
Agonidae,Sarritor,frenatus,S,Sarritor frenatus,54,67,demersal,generalist,3.29,spe,elongated,rounded,0.48,1.87,non-guarder,4.7,1873,19,0.46,27,7
Agonidae,Sarritor,frenatus,S,Sarritor frenatus,65,27,demersal,generalist,3.29,spe,elongated,rounded,0.48,1.87,non-guarder,4.7,1873,15,0.47,27,7
Agonidae,Sarritor,frenatus,S,Sarritor frenatus,65,61,demersal,generalist,3.29,spe,elongated,rounded,0.48,1.87,non-guarder,4.7,1873,16,0.33,27,7
Agonidae,Sarritor,frenatus,S,Sarritor frenatus,65,67,demersal,generalist,3.29,spe,elongated,rounded,0.48,1.87,non-guarder,4.7,1873,19,0.46,27,7
Gobiidae,Lesueurigobius,friesii,S,Lesueurigobius friesii,22,27,demersal,benthivorous,3.55,genus,fusiform,rounded,0.66,1.8,guarder,2,6500,7,0.7,9,11
Gobiidae,Lesueurigobius,friesii,S,Lesueurigobius friesii,23,27,demersal,benthivorous,3.55,genus,fusiform,rounded,0.66,1.8,guarder,2,6500,7,0.7,9,11
Gobiidae,Lesueurigobius,friesii,S,Lesueurigobius friesii,24,27,demersal,benthivorous,3.55,genus,fusiform,rounded,0.66,1.8,guarder,2,6500,7,0.7,9,11
Gobiidae,Lesueurigobius,friesii,S,Lesueurigobius friesii,25,27,demersal,benthivorous,3.55,genus,fusiform,rounded,0.66,1.8,guarder,2,6500,7,0.7,9,11
Zoarcidae,Lycodes,frigidus,S,Lycodes frigidus,20,27,demersal,benthivorous,3.84,spe,eel-like,pointed,NA,7.5,guarder,5,30,21,0.21,69,33
Zoarcidae,Lycodes,frigidus,S,Lycodes frigidus,21,27,bathydemersal,benthivorous,4.47,spe,eel-like,pointed,NA,7.5,guarder,5,30,21,0.21,69,33
Paralichthyidae,Gastropsetta,frontalis,S,Gastropsetta frontalis,5,31,demersal,benthivorous,3.79,family,flat,rounded,1.47,1.09,non-guarder,2.8,23150000,46,0.27,25,7.2
Paralichthyidae,Gastropsetta,frontalis,S,Gastropsetta frontalis,6,21,demersal,benthivorous,3.79,family,flat,rounded,1.47,1.09,non-guarder,2.8,23150000,81,0.22,25,7.2
Paralichthyidae,Gastropsetta,frontalis,S,Gastropsetta frontalis,6,31,demersal,benthivorous,3.79,family,flat,rounded,1.47,1.09,non-guarder,2.8,23150000,81,0.22,25,6.9
Liparidae,Liparis,fucensis,S,Liparis fucensis,3,67,bathydemersal,benthivorous,3.55,spe,fusiform,rounded,0.59,1.31,non-guarder,2.1,5398,20,0.3,18,5.3
Rajidae,Leucoraja,fullonica,S,Leucoraja fullonica,20,27,bathydemersal,benthivorous,3.5,spe,flat,pointed,NA,150,non-guarder,6.4,48,83,0.13,120,20.3
Rajidae,Leucoraja,fullonica,S,Leucoraja fullonica,21,27,bathydemersal,benthivorous,3.5,spe,flat,pointed,NA,65,non-guarder,6.4,48,75,0.16,120,20.3
Rajidae,Leucoraja,fullonica,S,Leucoraja fullonica,22,27,bathydemersal,benthivorous,3.5,spe,flat,pointed,NA,65,non-guarder,6.4,48,75,0.16,120,20.3
Rajidae,Leucoraja,fullonica,S,Leucoraja fullonica,24,27,bathydemersal,benthivorous,3.5,spe,flat,pointed,NA,65,non-guarder,6.4,48,92,0.11,120,20.3
Moridae,Physiculus,fulvus,S,Physiculus fulvus,5,31,benthopelagic,generalist,4.2,genus,elongated,rounded,0.77,0.97,non-guarder,10.5,600000,64,0.15,11,27.4
Moridae,Physiculus,fulvus,S,Physiculus fulvus,6,31,benthopelagic,generalist,4.2,genus,elongated,rounded,0.77,0.97,non-guarder,10.5,600000,64,0.15,11,27.4
Moridae,Physiculus,fulvus,S,Physiculus fulvus,7,21,benthopelagic,generalist,4.2,genus,elongated,rounded,0.77,0.97,non-guarder,10.5,600000,64,0.15,11,27.4
Muraenidae,Gymnothorax,funebris,S,Gymnothorax funebris,5,31,reef-associated,generalist,4.01,spe,eel-like,pointed,NA,3,non-guarder,6.2,130000,170,0.08,169,30
Embiotocidae,Phanerodon,furcatus,S,Phanerodon furcatus,3,77,demersal,benthivorous,3.31,family,compressiform,forked,2.12,0.25,bearer,2,20,31,0.19,32,8
Exocoetidae,Cheilopogon,furcatus,S,Cheilopogon furcatus,5,31,pelagic,generalist,3.96,spe,elongated,lunate,3.29,1.64,non-guarder,NA,15196,26,1.19,35,1
Liparidae,Careproctus,furcellus,S,Careproctus furcellus,1,67,bathydemersal,benthivorous,3.33,spe,fusiform,rounded,0.54,3.75,non-guarder,5,1129,26,0.43,54,7
Liparidae,Careproctus,furcellus,S,Careproctus furcellus,2,67,bathydemersal,benthivorous,3.33,spe,fusiform,rounded,0.54,3.75,non-guarder,5,1129,26,0.43,54,7
Liparidae,Careproctus,furcellus,S,Careproctus furcellus,65,61,bathydemersal,benthivorous,3.33,spe,fusiform,rounded,0.54,3.75,non-guarder,5,1129,26,0.43,54,7
Liparidae,Careproctus,furcellus,S,Careproctus furcellus,65,67,bathydemersal,benthivorous,3.33,spe,fusiform,rounded,0.54,3.75,non-guarder,5,1129,26,0.43,54,7
Serranidae,Paranthias,furcifer,S,Paranthias furcifer,6,31,reef-associated,planktivorous,3.21,spe,fusiform,forked,2.55,0.84,non-guarder,4.9,2371213,38,0.24,36,20
Pomacentridae,Stegastes,fuscus,S,Stegastes fuscus,5,31,reef-associated,generalist,3.3,spe,compressiform,forked,1.48,1,guarder,3.5,6595,16,0.44,13,13
Syngnathidae,Syngnathus,fuscus,S,Syngnathus fuscus,5,31,demersal,generalist,3.22,spe,eel-like,rounded,0.87,1.41,bearer,1.5,201,23,0.63,31,3
Syngnathidae,Syngnathus,fuscus,S,Syngnathus fuscus,6,21,demersal,generalist,3.22,spe,eel-like,rounded,0.87,1.41,bearer,1.5,201,23,0.63,31,3
Syngnathidae,Syngnathus,fuscus,S,Syngnathus fuscus,6,31,demersal,generalist,3.22,spe,eel-like,rounded,0.87,1.41,bearer,1.5,201,23,0.63,31,3
Syngnathidae,Syngnathus,fuscus,S,Syngnathus fuscus,7,21,demersal,generalist,3.22,spe,eel-like,rounded,0.87,1.41,bearer,1.5,201,23,0.63,31,3
Rajidae,Rajella,fyllae,S,Rajella fyllae,7,21,bathydemersal,benthivorous,3.37,spe,flat,pointed,NA,48,non-guarder,5,47,98,0.12,60,14
Rajidae,Rajella,fyllae,S,Rajella fyllae,8,21,bathydemersal,benthivorous,3.37,spe,flat,pointed,NA,48,non-guarder,5,47,114,0.14,60,14
Rajidae,Rajella,fyllae,S,Rajella fyllae,18,21,bathydemersal,benthivorous,3.37,spe,flat,pointed,NA,48,non-guarder,5,47,108,0.12,60,14
Rajidae,Rajella,fyllae,S,Rajella fyllae,19,27,bathydemersal,benthivorous,3.37,spe,flat,pointed,NA,48,non-guarder,5,47,109,0.13,60,14
Rajidae,Rajella,fyllae,S,Rajella fyllae,20,27,bathydemersal,benthivorous,3.37,spe,flat,pointed,NA,42,non-guarder,5,47,109,0.13,57,14
Rajidae,Rajella,fyllae,S,Rajella fyllae,21,27,bathydemersal,benthivorous,3.37,spe,flat,pointed,NA,48,non-guarder,5,47,109,0.13,60,14
Rajidae,Rajella,fyllae,S,Rajella fyllae,22,27,bathydemersal,benthivorous,3.37,spe,flat,pointed,NA,48,non-guarder,5,47,109,0.13,60,14
Rajidae,Rajella,fyllae,S,Rajella fyllae,59,27,bathydemersal,benthivorous,3.37,spe,flat,pointed,NA,48,non-guarder,5,47,109,0.13,60,14
Rajidae,Rajella,fyllae,S,Rajella fyllae,60,27,bathydemersal,benthivorous,3.37,spe,flat,pointed,NA,48,non-guarder,5,47,109,0.13,60,14
Cottidae,Gymnocanthus,galeatus,S,Gymnocanthus galeatus,1,61,demersal,generalist,3.3,genus,fusiform,truncate,1,1.96,NA,5.5,21636,56,0.11,36,13
Cottidae,Gymnocanthus,galeatus,S,Gymnocanthus galeatus,1,67,demersal,generalist,3.3,genus,fusiform,truncate,1,1.96,NA,5.5,21636,56,0.11,36,13
Cottidae,Gymnocanthus,galeatus,S,Gymnocanthus galeatus,2,21,demersal,generalist,3.3,genus,fusiform,truncate,1,1.96,NA,5.5,21636,56,0.11,36,13
Cottidae,Gymnocanthus,galeatus,S,Gymnocanthus galeatus,2,67,demersal,generalist,3.3,genus,fusiform,truncate,1,1.96,NA,5.5,27441,56,0.11,36,13
Cottidae,Gymnocanthus,galeatus,S,Gymnocanthus galeatus,53,61,demersal,generalist,3.3,genus,fusiform,truncate,1,1.96,NA,5.5,27441,56,0.11,36,13
Cottidae,Gymnocanthus,galeatus,S,Gymnocanthus galeatus,54,61,demersal,generalist,3.3,genus,fusiform,truncate,1,1.96,NA,5.5,4222,56,0.11,36,13
